Smiles,Molecule Name,Standard Value,Standard Units
Oc1ccc(Nc2c(c(-c3ccc(O)cc3)n[nH]2)-c2ccc(O)cc2)cc1,,10000,nM
Clc1ccc(CC(NC(=O)c2ccc(-c3ccncc3)cc2)CO)cc1,,10000,nM
FC(F)(F)c1c(Cn2nnc(-c3cc4c([nH]nc4)cc3)c2)ccc(C(F)(F)F)c1,,10000,nM
Clc1c2sc3C(=O)NC=Nc3c2c(Cl)cc1,,10000,nM
Oc1c2c3c(N=Nc3ccc2)c2c1cccc2,SP-600125,10000,nM
O=C(Nc1cc(Oc2ncc3nc(n(CC)c3c2)-c2c(N)non2)ccc1)c1ccc(OCCN2CCOCC2)cc1,GSK-269962A,1995.26,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncnc3oc2)cc1,,10000,nM
Clc1c(C2C(C#N)=C(N)Oc3[nH]nc(C)c23)cccc1,,10000,nM
S(=O)(=O)(N1CCNCCC1)c1c2c(cncc2)ccc1,FASUDIL,6309.5698,nM
O=C(Nc1nn(C(=O)CC)c2nc3c(cc12)cccc3)CCC,,10000,nM
S(=O)(=O)(Nc1ccc(-c2cc3c(NC(=O)C)n[nH]c3cc2)cc1)CCC,,7943.2798,nM
Clc1c(NC(=O)c2sc(Nc3nc(C)nc(N4CCN(CCO)CC4)c3)nc2)c(C)ccc1,DASATINIB,10000,nM
O=C(N)Cn1c2c(c(-c3cc(-c4sc5c(c4)cccc5)c4[nH]ncc4c3)c1)nc(N)nc2,,10000,nM
Clc1ccc(-c2c(-c3ncncc3)cn(CCOC)n2)cc1,,10000,nM
S(=O)(=O)(C)c1c(OC)cc(CC(=O)Nc2nc(OCC)c(C#N)c(N)c2)c(OC)c1,,10000,nM
O=C(O)C1=Nc2n(C(c3sccc3)=C1)ncc2,,100000,nM
O(CCN)c1cc(Nc2nc(N)ncc2)ccc1,,10000,nM
Oc1n2nc3c1cccc3-c1c(O)nc3c(n1)c(O[C@]1C[C@@](C)N(C1)CC2)ccc3,,1000,nM
O(C[C@@]1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,GSK-690693,3,nM
O(C)c1cc(Nc2nc(C3=C(C)N(CC)C(=O)S3)ccn2)ccc1,,10000,nM
O(C)c1c(OC)cc2c(c(CC)nc3C(=O)NC(=O)c23)c1,,10000,nM
[nH]1nc2-c3c(cccc3)Cc2c1,,100000,nM
O=C1NCCc2[nH]c(-c3cc(C=Cc4ccccc4)ncc3)cc12,,10000,nM
Nc1ncnc2c1sc1nc(C)cc(C)c21,,10000,nM
O=C1Nc2ncc(-c3ccccc3)cc2N1,,10000,nM
Clc1c(c(C)ccc1)-c1c2[nH]c(C(=O)NCCOCCOCCN)c(CCCOc3c4c(ccc3)cccc4)c2ccc1,,10000,nM
O=C(Nc1ccc(OCC)cc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(C)nc4)c3sc2)cc1,,10000,nM
Clc1cc2C(c3ccccc3)=C(N)C(=O)Nc2cc1,,10000,nM
N(CCN)C1=Nc2c(-n3c(C)cnc13)cc(C)cc2,BMS-345541,10000,nM
O=C(Nc1n(CCCC)c2c(n1)cc(N(C(=O)C1CCCCC1)C)cc2)c1cc(C#N)ccc1,,10000,nM
Fc1c(N2c3nc(N4CC5C(N)C5C4)c(F)cc3C(=O)C(C(=O)O)=C2)ccc(F)c1,,10000,nM
O(c1ccc(-c2c3c(N)ncnc3n(C3CCC(N4CCN(C)CC4)CC3)c2)cc1)c1ccccc1,,7943.2798,nM
O=C(NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2ncc(-c2ccccc2)c3)cc1)c1ccccc1,,100000,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)CCCCN)CCCNC(=N)N,,774,nM
Fc1c(Oc2c3c(ncc2)cc(OCCCN2CCOCC2)c(OC)c3)ccc(NC(=O)C2(C(=O)Nc3ccc(F)cc3)CC2)c1,FORETINIB,10000,nM
S(c1n2N=C(c3cn(C)nc3)C=Cc2nn1)c1cc2c(nccc2)cc1,SGX-523,10000,nM
S(=O)(=O)(C)c1c(F)c(C)c(C(=O)N2Cc3c(OCC2)ccc(-c2cnc(N)cc2)c3)cc1,,10000,nM
Oc1n(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)cccc5)cc3)CC2)c2c(n1)cccc2,,27000,nM
O=C(NCc1c(OC)ccc(OC)c1)c1nc(OC(C)C)c(C#N)c(N)c1,,10000,nM
Clc1cc2N=C3C(=C(O)CC(C)(C)C3)Sc2cc1,,10000,nM
OCCC(Nc1sc2c(n1)ccc(-c1ccncc1)c2)c1ccccc1,,1584.89,nM
Fc1c(F)cc(Cn2c3c(c(-c4cc5Nc6c(NC(=O)c5cc4)cc(CCOc4ccc(N5CCOCC5)cc4)cc6)c2)ccnc3)cc1F,,10000,nM
O=C(NC(C)c1ccccc1)c1ccc(-c2ccncc2)cc1,,10000,nM
FC(F)(F)c1cc(CNC=2C(=O)C(=O)C=2Nc2ccncc2)ccc1,,3162.28,nM
C(c1nnn(-c2cc3c([nH]nc3)cc2)c1)c1ccccc1,,10000,nM
O(C)c1c(C#C)cc2c(-c3[nH]nc(-c4cnc(C#N)cc4)c3C2)c1,,10000,nM
N#CC1=C(C)C=C(NNCC)n2c3c(nc12)cccc3,,10000,nM
Fc1cc2/C(=C/c3c(C)c(C(=O)NCCN(CC)CC)c(C)[nH]3)/C(=O)Nc2cc1,SUNITINIB,10000,nM
Clc1c(OC)cc(OC)c(NC2=Nn3c(-c4ccccc4)nnc3C=C2)c1,,10000,nM
Fc1ccc(-c2c(n(C3CCC(O)CC3)cn2)-c2nc(OC)ncc2)cc1,,10000,nM
FC(F)(F)c1nc(NC(=O)Nc2c3c(c(C(F)(F)F)ccc3)ncc2)ccc1,,10000,nM
Clc1ccc(CCNC(=O)c2sc3[nH]nc(C)c3c2)cc1,,10000,nM
O=C(NCCCCCC(=O)N[C@@](C(=O)NCCCCCC(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCCN)Nc1ccc(C(=O)N)cc1,,900000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(C#CCN)c3sc2)cc1,,10000,nM
FC(F)(F)c1c2nccc(NC(=O)Nc3nccnc3)c2ccc1,,10000,nM
Brc1c(C=C(C#N)c2[nH]c3c(n2)cccc3)cc(OC)c(O)c1,,10000,nM
O=C(N(C(C)C)C(C)C)Nc1cc2nc(c(-c3occc3)nc2cc1)-c1occc1,,7943.2798,nM
S(=O)(=O)(NC(=O)c1ccc(-c2ccc(F)cc2)cc1)c1cc([N+](=O)[O-])c(NCCSc2ccc(O)cc2)cc1,,10000,nM
O=C(Nc1ccc(CO)cc1)c1c2n(C(c3ccccc3)=CC=N2)nc1,,10000,nM
N(Nc1ncnc(-n2c(-c3ccccc3)cc(C)n2)c1)=Cc1occc1,,10000,nM
Clc1ccc(CNC=2C(=O)C(=O)C=2Nc2ccncc2)cc1,,10000,nM
Fc1cc(CNC(=O)c2cc3NC(=O)c4c(Nc3cc2)cc(-c2cc(OC)c(O)cc2)cc4)ccc1,,3162.28,nM
O(CCCCN)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,,69,nM
Fc1ccc(-c2c(-c3ccncc3)c3n(n2)C=CC=C3)cc1,GW434756X,10000,nM
S(=O)(=O)(Nc1c(F)c(-c2c(-c3nc(N)ncc3)sc(C(C)(C)C)n2)ccc1)c1c(F)cccc1F,DABRAFENIB,30000,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C=C)c(C#CC(C)(C)N2CCN(C)CC2)c3)c1,,30000,nM
S(=O)(=O)(CC)c1cc(-c2c3c(c(C)c(C(=O)NC4CCN(C)CC4)c2)[nH]c2ncc(C)cc32)ccc1,TAK-901,30000,nM
O=C(Nc1ccc(OC(C)C)cc1)N1CCN(c2ncnc3c2cc(OC)c(OCCCN2CCCCC2)c3)CC1,TANDUTINIB,30000,nM
Brc1cc2Nc3ncnc4c3cc(c(OC)c4)OCCCCCN(C)Cc2cc1,JNJ-26483327,6,nM
S(=O)(=O)(Nc1c(OC)ncc(-c2cc3c(-c4cnncc4)ccnc3cc2)c1)c1c(F)cc(F)cc1,OMIPALISIB,30000,nM
Fc1c2C(=O)N(c3ccccc3)C([C@@](Nc3ncnc4[nH]cnc34)CC)=Nc2ccc1,IDELALISIB,30000,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCN2CCCCC2)cc1,,6,nM
O=C(Nc1cc(C)cc(C)c1)Nc1ccc(-c2c3c(snc3)ccc2)cc1,,10000,nM
N(Cc1ccc(C)cc1)C1=Nn2c(-c3ccccc3)nnc2C=C1,,10000,nM
Clc1c(C(Oc2c(N)ncc(-c3cn(C4CCNCC4)nc3)c2)C)c(Cl)ccc1F,,10000,nM
Clc1c(OCC)nc(C(=O)NCc2ccc(S(=O)(=O)C)cc2)cc1N,,10000,nM
O(CCN)c1cc(C=Cc2ccncc2)cnc1,,10000,nM
O=C(Nc1cc(CNC=2C(=O)C(=O)C=2Nc2cc3c([nH]nc3)cc2)ccc1)C,,1258.9301,nM
O=C(c1c(N)ccc(-c2cc(OCC(N)Cc3c4c([nH]c3)cccc4)cnc2)c1)c1ccccc1,,6309.5698,nM
Clc1c2c(Nc3ccc(O)cc3)ncnc2sc1,,10000,nM
O=C(Nc1cc(C)cc(C)c1)Nc1cc2c(-c3c4c(N)ncnc4sc3CC2)cc1,,10000,nM
O=C(Nc1nc(c(C#N)c(N)c1)-c1cc2c(cc1)cccc2)C,,10000,nM
Fc1c2[nH]c(C)cc2cc(-c2c3c(N)ncc(C=CC(=O)NC)c3sc2)c1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(C)nc4)c3sc2)cc1,,10000,nM
Fc1c(-c2c(-c3cc4n(C(C)C)nnc4cc3)n3c(OC=C3)n2)ccc(F)c1,,10000,nM
Fc1ccc(-c2c(-c3nc(NCC(CN(C)C)(C)C)ncc3)n3c(OC=C3)n2)cc1,,10000,nM
Clc1cc2sc(NC(=O)c3c(OC)cc(OC)cc3)nc2cc1,,10000,nM
O=C(NC(C)c1cc(OC)ccc1)c1ccc(-c2ncncc2)cc1,,10000,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cn(CCC)nc5)c4sc3)cc2)ccc1,,10000,nM
Brc1cc(NC(=O)Nc2ccc(-c3c4c(N)nccc4sc3)cc2)ccc1,,10000,nM
Clc1ccc(NC(=S)NNC(=O)C(O)(c2ccccc2)c2ccccc2)cc1,,1584.89,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3c4c(N)nn(C)c4cnc3)cc2)ccc1,,10000,nM
Brc1ccc(C=2C(=Cc3cc(OC)c(OC)cc3)C(=O)ON=2)cc1,,10000,nM
Clc1c(C=2Oc3c(c(O)cc(O)c3C(=O)C=2)C2C(O)CN(C)CC2)cccc1,,10000,nM
O=C(Nc1cc(C)cc(C)c1)Nc1ccc(-c2c(C)sc3ncnc(N)c23)cc1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncnc3sc2)cc1,,10000,nM
O=C(N)c1c(NC=2n3c(ncc3)C=C(c3cc(OC)c(OC)cc3)N=2)nccc1,,10000,nM
O=C(Nc1cc(C)c(C)cc1)Nc1ccc(-c2c3c(N)ncnc3sc2)cc1,,10000,nM
Fc1c(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(OC(C)C)=NC=C3)n2)ccc(F)c1,,10000,nM
Fc1c(C2=Cn3c(N)nnc3C=C2)cc(C)cc1,,10000,nM
S(=O)(=O)(N(Cc1cc2-n3c(C(=O)Nc2cc1)ccc3)C1CC1)C,,79.43,nM
OCCCn1c(c(-c2ccccc2)nc1)-c1ccncc1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(CC(O)C)nc4)c3sc2)cc1,,10000,nM
FC(F)(F)c1cc2nccc(NC(=O)Nc3ncc(C#N)cc3)c2cc1,,10000,nM
S(=O)(=O)(C(C)C)n1c(N)nc2c1cc(-c1c(-c3ccc(F)cc3)nc3SC=Cn13)cc2,,10000,nM
OCCNc1ncc2c(c1)cc(-c1ccncc1)cc2,,10000,nM
O=C(Nc1cc(-c2c(-c3nc(Nc4cc(N5CCOCC5)ccc4)ncc3)n3c(SC=C3)n2)ccc1)Cc1ccccc1,,10000,nM
Fc1c(Nc2ccccc2)nc(Nc2ccccc2)nc1,,10000,nM
O=C1C(=O)C(Nc2ccncc2)=C1NC(C)C1CCCCC1,,10000,nM
Fc1c(NC(=O)Nc2ccc(-c3c(N)c4nccnc4cc3)cc2)cc(C)cc1,,10000,nM
O=C(N1CCOCC1)c1cc(-c2cnc3[nH]ccc3c2)ccc1,,10000,nM
OC(C#Cc1nc(CCCN)cc2n(CC)c(-c3c(N)non3)nc12)(C)C,,30,nM
Clc1c(-c2cc3c(cncc3)cc2)cc(OC[C@@](N)Cc2c3c([nH]c2)cccc3)cn1,,73,nM
S(=O)(=O)(NCCNCCCCCC(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)c1c2c(cncc2)ccc1,,55,nM
NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2ncc(-c2cnccc2)c3)cc1,,10000,nM
S(c1nc(Nc2n[nH]c(C)c2)cc(N2CCN(C)CC2)n1)c1ccc(NC(=O)C2CC2)cc1,TOZASERTIB,10000,nM
Fc1cc(NC(=O)Cc2[nH]nc(Nc3ncnc4c3ccc(OCCCN(CCO)CC)c4)c2)ccc1,AZD-1152-HQPA,10000,nM
O=C(NC/C=C/c1cc2c(Nc3cc(C)c(Oc4cnc(C)cc4)cc3)ncnc2cc1)COC,CP-724714,10000,nM
Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1,LAPATINIB,10000,nM
Brc1cc2c([nH]c3-c4ncccc4NC(=O)Cc23)cc1,AZAKENPAULLONE,10000,nM
N(c1c(-c2cc3c([nH]nc3)cc2)nc2n1C=CC=N2)C1CCCCC1,,3981.0701,nM
Fc1c(-c2c(C3=Nn4c(C(C)C)nnc4C=C3)n3c(OC=C3)n2)ccc(F)c1,,10000,nM
Fc1c(OC=2C(=O)N(C)c3nc(NC4CCOCC4)ncc3C=2)ccc(F)c1,R-1487,10000,nM
O(CC#Cc1scc(-c2n[nH]c-3c2C(=O)c2c-3ccc(CN3CCN(C)CC3)c2)c1)CCOC,,10000,nM
C(n1c(c(-c2cc3c([nH]nc3)cc2)nn1)C1CC1)c1ccccc1,,2511.8899,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2noc3ncnc(N)c23)cc1,,10000,nM
O=C(NC(C)c1cc(OC)ccc1)c1ccc(-c2c(C)cncc2)cc1,,1995.26,nM
O=C(Nc1n(CCCC)c2c(n1)cc(N(C(=O)C1CCCCC1)C)cc2)c1ccc(C#N)cc1,,10000,nM
Ic1c(C2C(C#N)=C(N)Oc3[nH]nc(C)c23)cccc1,,10000,nM
Clc1ccc(Nc2nnc(Cc3ccncc3)c3c2cccc3)cc1,VATALANIB,10000,nM
Brc1c2sc(C(=O)N)c(N)c2c(Cl)cc1,,7943.2798,nM
O=C(N)CCn1c(NC(=O)c2ccc(C#N)cc2)nc2c1ccc(N(C(=O)C1CCCCC1)C)c2,,10000,nM
O=C1N(C)C(NCC(N)Cc2ccccc2)=NC(c2ccncc2)=C1c1cc2c(cc1)cccc2,,10000,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3cc4[nH]nc(N)c4cc3)cc2)ccc1,,10000,nM
Clc1cc2C(=O)c3c(C)nn(C)c3N(OCC(C)C)c2cc1,,10000,nM
Oc1ccc(Nc2scc(-c3c(C)nc4n3C=CC=C4)n2)cc1,,10000,nM
O=C1Nc2c(Nc3c1cccc3)ccc(C)c2,,10000,nM
Nc1ncnc2c1sc1ncnc(N)c21,,10000,nM
S(=O)(=O)(Nc1ccc(-c2cc3c(N)n[nH]c3cc2)cc1)CC,,10000,nM
O=C(Nc1nc(c(C#N)c(N)c1)-c1ccccc1)C,,10000,nM
Brc1ccc(Oc2c3c(sc(C(=O)N)c3)cnc2)cc1,,10000,nM
O=C(Nc1ccc(NC(=O)c2c3c(N)ncnc3sc2)cc1)Nc1ccc(C)cc1,,10000,nM
Clc1c(Cl)cccc1OCCCc1c(C(=O)O)[nH]c2c(C(=C(C)C)C)cccc12,,10000,nM
O=C(NCc1ccccc1)c1ccc(-c2ccncc2)cc1,,10000,nM
Brc1cc2C(=C3C(=O)NC(=S)S3)C(=O)Nc2cc1,,10000,nM
Fc1c(-c2c(C3=Nn4c(C(O)(C)C)nnc4C=C3)n3c(n2)CCC3)ccc(F)c1,,10000,nM
Nc1n[nH]c2c1cc(-c1nnn(Cc3ccccc3)c1)cc2,,3981.0701,nM
Clc1c(NS(=O)(=O)C)cc2OCCCCCOc3c(C#N)ncc(n3)NC(=O)Nc2c1,,10000,nM
S(=O)(=O)(N)c1cc(Nc2nc(Nc3ccc(OCC(=O)N)cc3)c(C)cn2)ccc1,,7943.2798,nM
S(=O)(=O)(C)c1ccc(-c2c3c(sc(C(=O)N)c3)cnc2)cc1,,10000,nM
Fc1c(F)cccc1-c1nnc2[nH]nc(NC(=O)CCCN(C)C)c2c1,,10000,nM
O=C(CC#N)N1CC(N(C)c2ncnc3[nH]ccc23)C(C)CC1,,7943.2798,nM
O=C(O)CCc1c(C)c(C=C2C(=O)Nc3c2cccc3)[nH]c1C,,10000,nM
O=C(C(OC)c1ccccc1)N1Cc2c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)n[nH]c2C1,,10000,nM
O=C1n2nc(-c3ccncc3)nc2-c2c(scc2)N1,,10000,nM
FC(F)(F)c1cc2nccc(NC(=O)Nc3nccnc3)c2cc1,,10000,nM
Fc1c2nc(N)n(CC(C)C)c2cc(-c2c(-c3ccc(F)cc3)nc3SC=Cn23)c1,,10000,nM
O=C(OCC)C=1C(c2occc2)C(C#N)=C(N)N2C(=O)C(=Cc3occc3)SC=12,,10000,nM
O=C(NCCNC(=O)c1cc2NC(=O)c3c(Nc2cc1)cc(-c1cc(OC)c(O)cc1)cc3)C,,10000,nM
O=C1NCCc2[nH]c(-c3ccncc3)cc12,,10000,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)nn(C)c4cnc3)cc2)cc(C)cc1,,10000,nM
O=C(Nc1n[nH]c2nc3c(cc12)cccc3)c1ccncc1,,10000,nM
O=C1N(CCNCCO)C(=O)c2c3c(c(NCCCC)ccc13)ccc2,,10000,nM
O=C(Nc1cc(C(=NNC(=N)N)C)cc(C(=NNC(=N)N)C)c1)c1cc(C(=O)Nc2cc(C(=NNC(=N)N)C)cc(C(=NNC(=N)N)C)c2)ccc1,,158.49001,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)n[nH]c4ccc3)cc2)cc(CO)cc1,,6309.5698,nM
Fc1c(N2CC(N)CC2)cc2N3C(C)CSC3=C(C(=O)O)C(=O)c2c1,,10000,nM
O=C1N(C)C(NCC(N)Cc2ccccc2)=NC(c2ccncc2)=C1c1cc(C)ccc1,,10000,nM
S(=O)(=O)(NCCOc1cc(-c2cc3c(cncc3)cc2)cnc1)C,,10000,nM
O=C(Nc1nc(c(C#N)c(N)c1)-c1cscc1)C,,10000,nM
Clc1c2nccc(NC(=O)Nc3nc(C(F)(F)F)ccc3)c2ccc1,,10000,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(C3=Nc4c(N)ncnc4NCC3)cc2)c(F)cc1,,10000,nM
O(C)c1c(O)ccc(C=C2C(=O)NC(=Nc3ccccc3)S2)c1,,10000,nM
O=C(Nc1ccncc1)C1C(c2cc(C)ccc2)(c2cc(C)ccc2)C1,,10000,nM
S(C)c1c(O)c2c(nc1)c1c(cncc1)cc2,,1995.26,nM
Brc1c(N2CC(NC)CC2)nc2NC=C(C(=O)O)C(=O)c2c1C,,10000,nM
OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12,,10000,nM
Fc1c(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(C)=NC(C)=C3)n2)ccc(F)c1,,10000,nM
Clc1ccc(C(=O)Nc2cc3c([nH]nc3)cc2)cc1,,10000,nM
Clc1cc(C(=O)c2c(N)ccc(-c3cc(OCC(N)Cc4c5c([nH]c4)cccc5)cnc3)c2)ccc1,,10000,nM
O=C1n2nc(-c3ccccc3)nc2-c2c(sc3c2CCCC3)N1,,10000,nM
O=C(Nc1n(-c2cc(C(=O)NCC#N)ccc2)nc(C(C)(C)C)c1)Nc1c2c(ccc1)cccc2,,10000,nM
O=C(NC(C)c1cc(OC)ccc1)c1ccc(-c2ccncc2)cc1,,10000,nM
FC(F)(F)c1c(F)cc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC(C)(C)C)cc1,,3,nM
Brc1c(Nc2ccc(OCC#N)cc2)nc(Nc2cc(S(=O)(=O)N)ccc2)nc1,,251.19,nM
Clc1cc(C(O)CNC2=C(c3[nH]c4c(c(C)cc(N5CCOCC5)c4)n3)C(=O)NC=C2)ccc1,,3981.0701,nM
Clc1cc2c(oc3C(=O)NC=Nc23)cc1,,10000,nM
Fc1c(C(=O)c2c(N)ccc(-c3cc(OCC(N)Cc4c5c([nH]c4)cccc5)cnc3)c2)cccc1,,10000,nM
O=C(N)c1c(-c2nc(Nc3cc(N4CCN(C)CC4)ccc3)ncc2)n2c(n1)C=CC=C2,,10000,nM
O=C(N)c1c2nc(-c3nc(NCCCN4CCN(C)CC4)ccc3)[nH]c2ccc1,,10000,nM
S(=O)(=O)(N(C)c1c(CNc2nc(N)nc3[nH]ccc23)cccc1)C,,10000,nM
N(Cc1ccccc1)c1ncnc(-c2c3c([nH]c2)nccc3)c1,,794.33002,nM
O=C(Nc1n[nH]c2c1cc(-c1nnn(Cc3ccccc3)c1)cc2)c1cc(OC)c(OC)cc1,,1258.9301,nM
O(Cc1ccccc1)c1cc(-c2c3c(N)ncnc3n(C3CCC(N4CCCC4)CC3)c2)ccc1,,10000,nM
Clc1sc2c(N)n[nH]c2n1,,100000,nM
Brc1c(-c2ccc(NC(=O)Cc3cc(Cl)ccc3)cc2)c2c(N)ncnc2s1,,10000,nM
Fc1ccc(-c2c(n(CCCO)cn2)-c2ccncc2)cc1,,10000,nM
Fc1c(C(=O)NC)c(Nc2nc(Nc3c(OC)cc4c(N(C(=O)CN(C)C)CC4)c3)nc3[nH]ccc23)ccc1,,10000,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1cc(-c2ccncc2)ccc1)CCCCN)CCCNC(=N)N,,900,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1nnn(-c2ncnc3[nH]cnc23)c1)CCCCN)CCCNC(=N)N,,100000,nM
Clc1c(-c2n(CC)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)c(F)cc2)s1,,25.120001,nM
FC(F)(F)c1c(CN2CCN(CC)CC2)ccc(NC(=O)Nc2ccc(Oc3ncnc(NC)c3)cc2)c1,AST-487,10000,nM
O=C(Nc1ccc(OC(C)C)cc1)N1CCN(c2ncnc3c2cc(OC)c(OCCCN2CCCCC2)c3)CC1,TANDUTINIB,10000,nM
O(C[C@@]1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,GSK-690693,9,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)[C@]2NCCCC2)cc1,,12,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CC)cc1,,15,nM
Clc1cc2C(c3ccccc3)=C(C(=O)/C=C/c3[nH]c4c(n3)cc(F)cc4)C(=O)N(C)c2cc1,,1640,nM
Clc1c(C(F)(F)F)cc(NC(=O)Nc2ccc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,SORAFENIB,30000,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)ccc(-c4n[nH]nn4)c5)cc3)CC2)c2c(N1)cccc2,,1228,nM
S(=O)(=O)(N)c1c(C)ccc(Nc2nc(N(C)c3cc4nn(C)c(C)c4cc3)ccn2)c1,PAZOPANIB,10000,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3c(cnc(N)c3)cc2)cnc1,,76,nM
Clc1cc(NC(=O)Nc2sc(CCNc3ncnc4c3scc4)cn2)ccc1,SNS-314,10000,nM
Fc1c(-c2[nH]c3c(c(C(=O)N)ccc3)n2)ccc(C2CNCCC2)c1,,10000,nM
O=C(O)C=1C(=O)c2c(C)nsc2NC=1,,10000,nM
O=C(NC)C=Cc1c2scc(-c3cc4OCOc4cc3)c2c(N)nc1,,7943.2798,nM
O=C1N(c2ccccc2)N=C(c2ccccc2)C1=NNc1c2C(=O)NNC(=O)c2ccc1,,1995.26,nM
Clc1c(OC(C)C)ccc(-c2nc(-c3ccc(NC4CC(C(=O)O)CC4)cc3)on2)c1,,10000,nM
O=C(Nc1c2c([nH]cc2)ncc1)c1ccc([C@](N)C)cc1,Y-39983,30000,nM
O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C,ERLOTINIB,30000,nM
Clc1cc(Nc2nc3c(c4c2ccnc4)ccc(C(=O)O)c3)ccc1,SILMITASERTIB,30000,nM
Clc1c(C=2Oc3c(c(O)cc(O)c3C(=O)C=2)[C@@]2[C@](O)CN(C)CC2)cccc1,ALVOCIDIB,30000,nM
Clc1c(-c2cc(C)c3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2)cc(O)cc1,,30000,nM
Clc1c(NC(=O)c2sc(Nc3nc(C)nc(N4CCN(CCO)CC4)c3)nc2)c(C)ccc1,DASATINIB,30000,nM
S(=O)(=O)(Nc1c(Nc2cc3nsnc3cc2)nc2c(n1)cccc2)c1ccc(C)cc1,PILARALISIB,30000,nM
S(=O)(=O)(C)N1CCN(Cc2sc3c(N4CCOCC4)nc(-c4c5c([nH]nc5)ccc4)nc3c2)CC1,PICTILISIB,30000,nM
Clc1c(C(=O)N2[C@](C)CN(Cc3ccc(F)cc3)[C@@](C)C2)cc2c(C(=O)C(=O)N(C)C)cn(C)c2c1,TALMAPIMOD,30000,nM
Fc1c(Nc2n([C@@]3COCC3)c3nc(NC4CCC(O)CC4)ncc3n2)c(F)cc(F)c1,TANZISERTIB,30000,nM
S(=O)(=O)(N(C)c1c(CNc2c(C(F)(F)F)cnc(Nc3ccc(C(=O)NC)cc3)n2)nccn1)C,DEFACTINIB,30000,nM
FC(F)(F)c1cc(NC(=O)Nc2c(F)cc(-c3c(COC)c(CN4CCOCC4)n4N=CN=C(N)c34)cc2)c(F)cc1,,30000,nM
O=C(Nc1ccc(C)cc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(C(C(=O)NC)C)nc4)c3sc2)cc1,,10000,nM
